time,Manual
2009-01-03 09:00:04,0#at least awake 30s later
2009-01-03 10:00:04,0
2009-01-03 11:00:04,0
2009-01-03 12:00:04,0
2009-01-03 13:00:04,0
2009-01-03 14:00:04,0
2009-01-03 15:00:04,0
2009-01-03 16:00:04,0
2009-01-03 17:00:04,0#going to sleep soon
2009-01-03 18:00:04,0#apparently not yet
2009-01-03 19:00:04,0
2009-01-03 20:00:04,0
2009-01-03 21:00:04,0
2009-01-03 22:00:04,0
2009-01-03 23:00:04,1#not sure
2009-01-04 00:00:04,1#not sure either, awake 10 before to pee
2009-01-04 01:00:04,1
2009-01-04 02:00:04,1
2009-01-04 03:00:04,1
2009-01-04 04:00:04,1
2009-01-04 05:00:04,1
2009-01-04 06:00:04,1
2009-01-04 07:00:04,0#mabe just interrupted though...
2009-01-04 08:00:04,0#awake a few before, just chilling
2009-01-04 09:00:04,0
2009-01-04 10:00:04,0
2009-01-04 11:00:04,0
2009-01-04 12:00:04,0
2009-01-04 13:00:04,0
2009-01-04 14:00:04,0
2009-01-04 15:00:04,0
2009-01-04 16:00:04,0
2009-01-04 17:00:04,0
2009-01-04 18:00:04,0
2009-01-04 19:00:04,0
2009-01-04 20:00:04,0
2009-01-04 21:00:04,0
2009-01-04 22:00:04,1
2009-01-04 23:00:04,1
2009-01-05 00:00:04,1
2009-01-05 01:00:04,1
2009-01-05 02:00:04,1
2009-01-05 03:00:04,1
2009-01-05 04:00:04,1
2009-01-05 05:00:04,1
2009-01-05 06:00:04,1
2009-01-05 07:00:04,1
# Relatively confident but low quality, no sound so can be wrong...
# Cheated a bit to check no naps tbh... 
